Title|Author|Genre|Series|Year|Synopsis|Path|ProcessingDate|FileCount|TotalSizeMB|CoverArtFound
Calma Emocional|Patricia Ramírez Loeffler|Self-help|Unknown|2021|A practical guide offering tools and strategies to understand and manage emotions for greater well-being and inner calm.|Patricia Ramírez Loeffler\Calma Emocional|2025-10-06 17:20:49|1|185.19|True
Calma emocional|Maite Alcover|Self-help, Personal Growth|Unknown|2020|A practical guide to finding inner peace and emotional balance in a hectic world. It offers keys to understanding and managing emotions, reducing stress, and building a more conscious and fulfilling life.|Maite Alcover\Calma Emocional|2025-10-06 17:22:57|1|185.19|True
Calma Emocional|Bernardo Stamateas|Self-help, Psychology|Unknown|2014|"Bernardo Stamateas' ""Calma Emocional"" offers practical strategies and psychological insights to help readers manage their emotions, reduce anxiety and stress, and find inner peace amidst life's challenges. The book aims to guide individuals toward achieving emotional tranquility and well-being."|Bernardo Stamateas\Calma Emocional|2025-10-06 17:24:10|1|185.19|True
El Día De Colón|Craig Alanson|Military Science Fiction, Space Opera, Humor|Expeditionary Force, Book 1|2016|"Joe Bishop is a reluctant hero in a galactic war where humanity is outmatched. He and his team encounter Skippy, an ancient, sarcastic, and powerful AI. Together, they navigate interstellar conflicts using unconventional and often humorous methods to save humanity from superior alien forces. This is the Spanish translation of the first book in the Expeditionary Force series, originally titled ""Columbus Day""."|Craig Alanson\El Día De Colón|2025-10-06 17:25:02|1|988.26|True
Fuerzas Especiales|Craig Alanson|Military Science Fiction|Fuerza Expedicionaria, Tomo 2|2016|Colonel Joe Bishop and his Merry Band of Pirates, now designated Special Forces, continue their fight against alien threats alongside the sarcastic AI Skippy. They embark on critical missions, facing new adversaries and navigating complex galactic politics in the ongoing interstellar war.|Craig Alanson\Fuerzas Especiales|2025-10-06 17:25:23|1|455.24|False
Si Lo Crees Lo Creas|Brian Tracy|Self-help, Personal Development, Motivation|Unknown|2018|This book by Brian Tracy explores the profound power of positive thinking and visualization in achieving personal and professional goals. It guides readers on how to harness their beliefs and mindset to create their desired reality, emphasizing the importance of setting clear goals and taking consistent action to manifest success.|Brian Tracy\Si Lo Crees Lo Creas|2025-10-06 17:25:39|1|419.96|False
Supercomunicadores|Charles Duhigg|Non-fiction, Business, Self-help, Psychology|Unknown|2016|"""Supercomunicadores"" (originally published as ""Smarter Faster Better"") explores the science of productivity, examining how successful individuals and organizations achieve more. Charles Duhigg analyzes eight key concepts, including motivation, teams, focus, and decision-making, to provide insights into improving efficiency and effectiveness in work and life."|Charles Duhigg\Supercomunicadores|2025-10-06 17:25:54|1|480.93|True
El Codigo Da Vinci|Dan Brown|Thriller, Mystery, Conspiracy|Robert Langdon (Book 2)|Unknown|A Harvard symbologist, Robert Langdon, is called to the Louvre Museum after its curator is murdered. He uncovers a series of baffling codes and symbols, leading him and a cryptologist into a dangerous quest to solve an ancient mystery that could rewrite Christian history. They are pursued by a mysterious organization determined to keep the truth hidden.|Dan Brown\El Codigo Da Vinci|2025-10-06 17:26:56|1|229.98|True
El Símbolo Perdido|Dan Brown|Thriller, Mystery, Conspiracy Fiction|Robert Langdon (Book 3)|2009|Harvard symbologist Robert Langdon is called to Washington D.C. by his mentor Peter Solomon, only to find Solomon has been kidnapped. Langdon is forced into a desperate race against time to unravel a series of ancient symbols and a shocking conspiracy tied to Masonic secrets and the very foundations of the United States, all while trying to save his friend and prevent a global catastrophe orchestrated by a mysterious antagonist named Mal'akh.|Dan Brown\El Símbolo Perdido|2025-10-06 17:27:08|1|639.95|True
Inferno|Dan Brown|Thriller, Mystery, Conspiracy Fiction|Robert Langdon (Book 4)|2013|Harvard symbologist Robert Langdon awakens in an Italian hospital with amnesia and finds himself embroiled in a plot involving Dante Alighieri's Inferno, a deadly virus, and a mad genius aiming to solve the world's overpopulation problem.|Dan Brown\Inferno|2025-10-06 17:27:19|1|496.17|True
Origen|Dan Brown|Thriller|Robert Langdon (Book 5)|2017|Harvard symbologist Robert Langdon uncovers a groundbreaking discovery by a brilliant futurist, which threatens to upend the foundations of human existence and religion. Racing against time, Langdon and museum director Ambra Vidal must decode a series of clues to reveal the secret before powerful forces silence them forever.|Dan Brown\Origen|2025-10-06 17:27:28|1|533.75|True
Angels & Demons|Dan Brown|Thriller, Mystery, Conspiracy Fiction|Robert Langdon|2000|Harvard symbologist Robert Langdon is called to a Swiss research facility to investigate the murder of a physicist and the theft of a dangerous anti-matter sample. He discovers evidence of a resurgence of the ancient secret society, the Illuminati, and must race against time with scientist Vittoria Vetra to prevent a catastrophic attack on the Vatican City during the papal conclave.|Dan Brown\Angels & Demons|2025-10-06 17:27:39|1|264.31|True
La Fortaleza Digital (Digital Fortress)|Dan Brown|Thriller, Techno-Thriller, Mystery|Unknown|1998|When the NSA's invincible code-breaking machine encounters a code it cannot break, the director calls in his head cryptographer, Susan Fletcher. She uncovers a shocking secret that threatens to dismantle the very foundations of U.S. intelligence.|Dan Brown\La Fortaleza Digital (Digital Fortress)|2025-10-06 17:27:48|1|224.95|True
El Libro Que Salvará Tu Relación De Pareja|Cristina Soria|Self-Help, Relationship|Unknown|Unknown|A guide offering advice and strategies to help individuals strengthen, improve, or save their romantic relationships.|Cristina Soria\El Libro Que Salvará Tu Relación De Pareja|2025-10-06 17:27:57|1|244.82|False
Viaje Sin Retorno|Frank J. Cavill|Science Fiction|El Proyecto Orfeo|Unknown|A thrilling tale of a dangerous and potentially irreversible mission, likely connected to a clandestine scientific initiative known as 'The Orpheus Project'.|Frank J. Cavill\Viaje Sin Retorno|2025-10-06 17:29:12|1|356.97|False
El Culto de los Gaal|Frank J. Cavill|Science Fiction, Thriller|El Proyecto Orfeo|2022|A gripping sci-fi thriller, this book delves into the mysteries surrounding an ancient cult, a shadowy scientific project known as 'Orfeo,' and a protagonist embroiled in uncovering deep-seated secrets that could change humanity's future.|Frank J. Cavill\El Culto De Los Gaal|2025-10-06 17:29:24|1|369.67|False
La Mujer De Metal|Frank J. Cavill|Science Fiction|El Proyecto Orfeo|Unknown|Unknown|Frank J. Cavill\La Mujer De Metal|2025-10-06 17:29:38|1|395.47|False
Elon Musk|Walter Isaacson|Biography|Unknown|2023|A detailed biography of Elon Musk, based on two years of extensive interviews, chronicling his life, ambitious ventures with companies like SpaceX and Tesla, and the complex personality behind them.|Walter Isaacson\Elon Musk|2025-10-06 17:29:49|1|1348.92|True
Rebelión En La Granja|George Orwell|Political Satire|Unknown|Unknown|A group of farm animals overthrow their human farmer and establish their own society, only to see it corrupted by the pigs, who gradually become tyrannical rulers.|George Orwell\Rebelión En La Granja|2025-10-06 17:31:15|1|98.15|True
La Catedral Del Mar|Ildefonso Falcones|Historical Fiction|La Catedral del Mar|2006|Set in 14th-century Barcelona, this novel follows the life of Arnau Estanyol, a serf who escapes feudal oppression to become a prosperous shipowner. His journey is intertwined with the construction of the Santa María del Mar basilica, enduring love, betrayal, and the harsh realities of the Spanish Inquisition.|Ildefonso Falcones\La Catedral Del Mar|2025-10-06 17:31:25|1|590.29|True
Los Herederos De La Tierra|Ildefonso Falcones|Historical Fiction|La Catedral del Mar, Book 2|2016|"Set in 14th-century Barcelona, this historical novel follows Hugo Llor, a young man who dreams of becoming a shipbuilder. His life is intertwined with the powerful Estanyol family and the city's nobility, as he navigates loyalty, love, and revenge in a time of social upheaval, continuing the saga begun in ""La Catedral del Mar."""|Ildefonso Falcones\Los Herederos De La Tierra|2025-10-06 17:31:36|1|759.0|False
La Catedral del Mar|Ildefonso Falcones|Historical fiction|La Catedral del Mar Series|Unknown|A sweeping historical novel set in 14th-century Barcelona, narrating the tumultuous life of Arnau Estanyol, a serf who escapes to the city and rises from poverty to wealth and status, his destiny intertwined with the construction of the magnificent Santa María del Mar basilica.|Ildefonso Falcones\La Catedral Del Mar|2025-10-06 17:31:50|1|770.88|True
Caín|José Saramago|Literary Fiction, Biblical Fiction, Satire|Unknown|2009|"José Saramago's novel ""Caín"" offers a satirical reinterpretation of the biblical story of Cain. After killing Abel, Cain is condemned to wander the Earth, encountering and questioning various figures and events from the Old Testament, critically examining divine justice and human morality."|José Saramago\Caín|2025-10-06 17:32:10|1|126.31|True
El Evangelio Segun Jesucristo|José Saramago|Literary Fiction, Philosophical Fiction, Historical Fiction|Unknown|1991|This novel offers a provocative reinterpretation of the life of Jesus Christ, portraying him as a fallible man struggling with his destiny and relationship with God. Saramago challenges traditional biblical narratives, exploring themes of free will, divine will, suffering, and the nature of faith with his characteristic humanistic and often ironic perspective.|José Saramago\El Evangelio Segun Jesucristo|2025-10-06 17:32:21|1|443.64|True
El Viaje Del Elefante|José Saramago|Historical Fiction|Unknown|2008|This novel recounts the fictionalized true story of an elephant named Solomon, gifted by King João III of Portugal to Archduke Maximilian of Austria in the 16th century. It follows the elephant and its mahout on their long and often arduous journey across Europe, serving as a profound and often humorous meditation on human nature, power, and the unpredictable nature of existence.|José Saramago\El Viaje Del Elefante|2025-10-06 17:32:33|1|185.32|True
Ensayo Sobre La Ceguera|José Saramago|Dystopian, Philosophical Fiction, Allegory|Unknown|1995|"A sudden epidemic of ""white blindness"" afflicts an unnamed city, causing societal collapse and a harrowing struggle for survival among the quarantined. The narrative follows a doctor's wife, the only person who can still see, as she navigates the increasingly brutal and dehumanizing conditions."|José Saramago\Ensayo Sobre La Ceguera|2025-10-06 17:32:42|1|360.06|True
Ensayo Sobre La Lucidez|José Saramago|Literary Fiction, Philosophical Fiction, Dystopian|Blindness Duology|2004|A sequel to *Blindness*, this novel depicts a city where the majority of citizens cast blank ballots in a general election, leading to a government crisis and an exploration of themes like civil disobedience, democracy, and the nature of political power.|José Saramago\Ensayo Sobre La Lucidez|2025-10-06 17:32:53|1|308.54|True
Las Intermitencias De La Muerte|José Saramago|Philosophical Fiction|Unknown|2005|In an unnamed country, people suddenly stop dying. This unprecedented event leads to chaos and profound societal changes, challenging religious beliefs, government, and the medical profession, until Death decides to return, but with a new condition.|José Saramago\Las Intermitencias De La Muerte|2025-10-06 17:33:06|1|220.31|True
La Viuda|José Saramago|Literary Fiction|Unknown|1947|A young widow, Maria Leonor, navigates her grief, desires, and societal pressures on her rural Portuguese farm, grappling with themes of sin and morality after her husband's death.|José Saramago\La Viuda|2025-10-06 17:33:18|1|591.6|True
La Verdad Sobre El Código Da Vinci|José Antonio Ullate Fabo|Non-fiction|Unknown|2004|"This book by José Antonio Ullate Fabo offers a critical examination of Dan Brown's bestselling novel, ""The Da Vinci Code."" It meticulously analyzes and debunks the historical, religious, and artistic claims presented in Brown's work, separating fact from fiction and providing a researched, counter-narrative to the popular theories."|José Antonio Ullate Fabo\La Verdad Sobre El Código Da Vinci|2025-10-06 17:33:29|1|157.38|True
Manual De Pintura Y Caligrafía|José Saramago|Literary Fiction|Unknown|1977|The novel follows H., a young painter in Lisbon during the Salazar dictatorship, as he grapples with his artistic identity, political conscience, and the act of creation while working on portraits of a minister. It explores themes of art, power, and self-discovery.|José Saramago\Manual De Pintura Y Caligrafía|2025-10-06 17:33:42|1|397.21|True
En el Amor y en la Guerra|Ildefonso Falcones|Non-fiction|Unknown|Unknown|A literary discussion or analysis by the acclaimed author Ildefonso Falcones, exploring the pervasive themes of love and war as depicted in his historical novels and their impact on human history and individual lives.|Ildefonso Falcones\En El Amor Y En La Guerra|2025-10-06 17:34:37|1|770.88|True
